table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale
public,idp_applicability_template,image_guid,5,character varying,YES,,255.0,,
public,idp_applicability_template,applicability,6,text,YES,,,,
public,idp_applicability_template,project_type,7,character varying,NO,,255.0,,
public,idp_applicability_template,project_id,8,bigint,YES,,,64.0,0.0
public,idp_application,id,1,bigint,NO,,,64.0,0.0
public,idp_application,name,2,character varying,NO,,255.0,,
public,idp_application,description,3,character varying,YES,,255.0,,
public,idp_application,is_active,4,boolean,NO,false,,,
public,idp_application,template_id,5,bigint,NO,,,64.0,0.0
public,idp_application_definition,id,1,bigint,NO,,,64.0,0.0
public,idp_application_definition,description,2,character varying,YES,,255.0,,
public,idp_application_definition,applicability,3,text,YES,,,,
public,idp_application_definition,applicability_template_id,4,bigint,YES,,,64.0,0.0
public,idp_application_definition,application_id,5,bigint,NO,,,64.0,0.0
public,idp_application_definition_categories,idp_application_definition_id,1,bigint,NO,,,64.0,0.0
public,idp_application_definition_categories,category,2,character varying,NO,,255.0,,
public,idp_application_ifc_versions,idp_application_id,1,bigint,NO,,,64.0,0.0
public,idp_application_ifc_versions,ifc_version,2,character varying,NO,,255.0,,
public,idp_cobie_attributes,id,1,bigint,NO,nextval('idp_cobie_attributes_id_seq'::regclass),,64.0,0.0
public,idp_cobie_attributes,phase_id,2,bigint,NO,,,64.0,0.0
public,idp_cobie_attributes,cobie_entity,3,character varying,YES,,255.0,,
public,idp_definition,id,1,bigint,NO,nextval('idp_definition_id_seq'::regclass),,64.0,0.0
public,idp_definition,jhi_system,2,character varying,NO,,255.0,,
public,idp_definition,template_id,3,bigint,YES,,,64.0,0.0
public,idp_definition,category,4,character varying,YES,'SYSTEM'::character varying,255.0,,
public,idp_definition_ifc_objects,ifc_objects_id,1,bigint,NO,,,64.0,0.0
public,idp_definition_ifc_objects,idp_definitions_id,2,bigint,NO,,,64.0,0.0
public,idp_document,id,1,bigint,NO,nextval('idp_document_id_seq'::regclass),,64.0,0.0
public,idp_document,name,2,character varying,NO,,255.0,,
public,idp_document,reference,3,character varying,YES,,255.0,,
public,idp_document,description,4,character varying,YES,,255.0,,
public,idp_document,category,5,character varying,YES,,255.0,,
public,idp_document,ext_object,6,character varying,YES,,255.0,,
public,idp_document,project_type,7,character varying,NO,,255.0,,
public,idp_document,project_id,8,bigint,YES,,,64.0,0.0
public,idp_document,is_folder,9,boolean,NO,false,,,
public,idp_document,name_convention,10,character varying,YES,,255.0,,
public,idp_document,name_convention_description,11,character varying,YES,,255.0,,
public,idp_ifc_object,id,1,bigint,NO,nextval('idp_ifc_object_id_seq'::regclass),,64.0,0.0
public,idp_ifc_object,name,2,character varying,NO,,255.0,,
public,idp_mdt_document_definition,id,1,bigint,NO,nextval('idp_mdt_document_definition_id_seq'::regclass),,64.0,0.0
public,idp_mdt_document_definition,template_id,2,bigint,YES,,,64.0,0.0
public,idp_mdt_document_definition,name,3,character varying,NO,,255.0,,
public,idp_mdt_document_definition_ifc_objects,ifc_objects_id,1,bigint,NO,,,64.0,0.0
public,idp_mdt_document_definition_ifc_objects,idp_mdt_document_definition_id,2,bigint,NO,,,64.0,0.0
public,idp_mdt_phase_documents,id,1,bigint,NO,nextval('idp_mdt_phase_documents_id_seq'::regclass),,64.0,0.0
public,idp_mdt_phase_documents,phase_id,2,bigint,YES,,,64.0,0.0
public,idp_mdt_phase_documents,definition_id,3,bigint,YES,,,64.0,0.0
public,idp_mdt_phase_documents_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,idp_mdt_phase_documents_documents,idp_mdt_phase_documents_id,2,bigint,NO,,,64.0,0.0
public,idp_mdt_pset_definition,id,1,bigint,NO,nextval('idp_mdt_pset_definition_id_seq'::regclass),,64.0,0.0
public,idp_mdt_pset_definition,name,2,character varying,NO,,255.0,,
public,idp_mdt_pset_definition,template_id,3,bigint,YES,,,64.0,0.0
public,idp_mdt_pset_definition_ifc_objects,ifc_objects_id,1,bigint,NO,,,64.0,0.0
public,idp_mdt_pset_definition_ifc_objects,idp_mdt_pset_definitions_id,2,bigint,NO,,,64.0,0.0
public,idp_mdt_pset_definition_mdt_pset_categories,idp_mdt_pset_definitions_id,1,bigint,NO,,,64.0,0.0
public,idp_mdt_pset_definition_mdt_pset_categories,mdt_pset_category_id,2,bigint,NO,,,64.0,0.0
public,idp_phase,id,1,bigint,NO,nextval('idp_phase_id_seq'::regclass),,64.0,0.0
public,idp_phase,name,2,character varying,NO,,255.0,,
public,idp_phase,order_id,3,integer,NO,,,32.0,0.0
public,idp_phase,template_id,4,bigint,YES,,,64.0,0.0
public,idp_phase,description_txt,5,text,YES,,,,
public,idp_phase_documents,id,1,bigint,NO,nextval('idp_phase_documents_id_seq'::regclass),,64.0,0.0
public,idp_phase_documents,phase_id,2,bigint,YES,,,64.0,0.0
public,idp_phase_documents,definition_id,3,bigint,YES,,,64.0,0.0
public,idp_phase_documents_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,idp_phase_documents_documents,idp_phase_documents_id,2,bigint,NO,,,64.0,0.0
public,idp_property,id,1,bigint,NO,nextval('idp_property_id_seq'::regclass),,64.0,0.0
public,idp_property,phase_id,2,bigint,YES,,,64.0,0.0
public,idp_property,property_id,3,bigint,YES,,,64.0,0.0
public,idp_property,pset_id,4,bigint,YES,,,64.0,0.0
public,idp_pset,id,1,bigint,NO,nextval('idp_pset_id_seq'::regclass),,64.0,0.0
public,idp_pset,property_set_id,2,bigint,YES,,,64.0,0.0
public,idp_pset,pset_definition_id,3,bigint,YES,,,64.0,0.0
public,idp_pset,mdt_pset_definition_id,4,bigint,YES,,,64.0,0.0
public,idp_pset_definition,id,1,bigint,NO,nextval('idp_pset_definition_id_seq'::regclass),,64.0,0.0
public,idp_pset_definition,jhi_system,2,character varying,NO,,255.0,,
public,idp_pset_definition,template_id,3,bigint,YES,,,64.0,0.0
public,idp_pset_definition,category,4,character varying,YES,'SYSTEM'::character varying,255.0,,
public,idp_pset_definition_ifc_objects,ifc_objects_id,1,bigint,NO,,,64.0,0.0
public,idp_pset_definition_ifc_objects,idp_pset_definitions_id,2,bigint,NO,,,64.0,0.0
public,idp_requirement,id,1,bigint,NO,,,64.0,0.0
public,idp_requirement,requirements,2,text,YES,,,,
public,idp_requirement,phase_id,3,bigint,NO,,,64.0,0.0
public,idp_requirement,definition_id,4,bigint,NO,,,64.0,0.0
public,idp_system_phase,id,1,bigint,NO,nextval('idp_system_phase_id_seq'::regclass),,64.0,0.0
public,idp_system_phase,jhi_start,2,date,YES,,,,
public,idp_system_phase,jhi_end,3,date,YES,,,,
public,idp_system_phase,phase_id,4,bigint,YES,,,64.0,0.0
public,idp_system_phase,system_id,5,bigint,YES,,,64.0,0.0
public,idp_template,id,1,bigint,NO,nextval('idp_template_id_seq'::regclass),,64.0,0.0
public,idp_template,name,2,character varying,NO,,255.0,,
public,idp_template,project_type,3,character varying,NO,,255.0,,
public,idp_template,project_id,4,bigint,YES,,,64.0,0.0
public,idp_template,is_materials_validation,5,boolean,NO,false,,,
public,impact,id,1,bigint,NO,,,64.0,0.0
public,impact,name,2,character varying,NO,,255.0,,
public,impact,created_on,3,timestamp without time zone,YES,,,,
public,impact,impact_type,4,character varying,YES,,255.0,,
public,impact,impact_stage,5,character varying,YES,,255.0,,
public,impact,jhi_value,6,character varying,YES,,255.0,,
public,impact,lead_in_time,7,numeric,YES,,,,
public,impact,lead_out_time,8,numeric,YES,,,,
public,impact,duration,9,integer,YES,,,32.0,0.0
public,impact,ext_system,10,character varying,YES,,255.0,,
public,impact,ext_object,11,character varying,YES,,255.0,,
public,impact,ext_identifier,12,character varying,YES,,255.0,,
public,impact,image_guid,13,character varying,YES,,255.0,,
public,impact,owning_facility_id,14,bigint,NO,,,64.0,0.0
public,impact,created_by_id,15,bigint,YES,,,64.0,0.0
public,impact,impact_unit_id,16,bigint,YES,,,64.0,0.0
public,impact,created_by_user,17,character varying,YES,,50.0,,
public,impact,created_date,18,timestamp without time zone,YES,now(),,,
public,impact,last_modified_by,19,character varying,YES,,50.0,,
public,impact,last_modified_date,20,timestamp without time zone,YES,,,,
public,impact,jhi_version,21,bigint,YES,,,64.0,0.0
public,impact,system_id,22,bigint,YES,,,64.0,0.0
public,impact,predefined_type,23,character varying,YES,,255.0,,
public,impact,model_id,24,bigint,YES,,,64.0,0.0
public,impact,description_txt,25,text,YES,,,,
public,impact_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,impact_attributes,impacts_id,2,bigint,NO,,,64.0,0.0
public,impact_attributes_aud,impacts_id,1,bigint,NO,,,64.0,0.0
public,impact_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,impact_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,impact_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,impact_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,impact_aud,id,1,bigint,NO,,,64.0,0.0
public,impact_aud,name,2,character varying,YES,,255.0,,
public,impact_aud,created_on,3,timestamp without time zone,YES,,,,
public,impact_aud,impact_type,4,character varying,YES,,255.0,,
public,impact_aud,impact_stage,5,character varying,YES,,255.0,,
public,impact_aud,jhi_value,6,character varying,YES,,255.0,,
public,impact_aud,lead_in_time,7,numeric,YES,,,,
public,impact_aud,lead_out_time,8,numeric,YES,,,,
public,impact_aud,duration,9,integer,YES,,,32.0,0.0
public,impact_aud,ext_system,10,character varying,YES,,255.0,,
public,impact_aud,ext_object,11,character varying,YES,,255.0,,
public,impact_aud,ext_identifier,12,character varying,YES,,255.0,,
public,impact_aud,image_guid,13,character varying,YES,,255.0,,
public,impact_aud,owning_facility_id,14,bigint,YES,,,64.0,0.0
public,impact_aud,created_by_id,15,bigint,YES,,,64.0,0.0
public,impact_aud,impact_unit_id,16,bigint,YES,,,64.0,0.0
public,impact_aud,rev,17,bigint,NO,,,64.0,0.0
public,impact_aud,revend,18,bigint,YES,,,64.0,0.0
public,impact_aud,revtype,19,smallint,NO,,,16.0,0.0
public,impact_aud,created_by_user,20,character varying,YES,,50.0,,
public,impact_aud,created_date,21,timestamp without time zone,YES,now(),,,
public,impact_aud,last_modified_by,22,character varying,YES,,50.0,,
public,impact_aud,last_modified_date,23,timestamp without time zone,YES,,,,
public,impact_aud,system_id,24,bigint,YES,,,64.0,0.0
public,impact_aud,predefined_type,25,character varying,YES,,255.0,,
public,impact_aud,description_txt,26,text,YES,,,,
public,impact_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,impact_documents,impacts_id,2,bigint,NO,,,64.0,0.0
public,impact_documents_aud,impacts_id,1,bigint,NO,,,64.0,0.0
public,impact_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,impact_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,impact_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,impact_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,information_model_progress,id,1,bigint,NO,nextval('information_model_progress_id_seq'::regclass),,64.0,0.0
public,information_model_progress,key,2,character varying,NO,,255.0,,
public,information_model_progress,step,3,character varying,NO,,255.0,,
public,information_model_progress,display_type,4,character varying,NO,,255.0,,
public,information_model_progress,current,5,integer,NO,,,32.0,0.0
public,information_model_progress,total,6,integer,NO,,,32.0,0.0
public,information_model_progress,owning_facility_id,7,bigint,NO,,,64.0,0.0
public,information_model_progress,system_id,8,bigint,YES,,,64.0,0.0
public,information_model_progress_task,tasks_id,1,bigint,NO,,,64.0,0.0
public,information_model_progress_task,information_model_progress_id,2,bigint,NO,,,64.0,0.0
public,instruction_information,id,1,bigint,NO,,,64.0,0.0
public,instruction_information,title,2,character varying,NO,,255.0,,
public,instruction_information,version,3,character varying,YES,,255.0,,
public,instruction_information,jhi_release,4,character varying,YES,,255.0,,
public,instruction_information,status,5,character varying,YES,,255.0,,
public,instruction_information,region,6,character varying,YES,,255.0,,
public,instruction_information,created_by_user,7,character varying,YES,,50.0,,
public,instruction_information,created_date,8,timestamp without time zone,YES,now(),,,
public,instruction_information,last_modified_by,9,character varying,YES,,50.0,,
public,instruction_information,last_modified_date,10,timestamp without time zone,YES,,,,
public,instruction_information,jhi_version,11,bigint,YES,,,64.0,0.0
public,instruction_information_aud,id,1,bigint,NO,,,64.0,0.0
public,instruction_information_aud,title,2,character varying,YES,,255.0,,
public,instruction_information_aud,version,3,character varying,YES,,255.0,,
public,instruction_information_aud,jhi_release,4,character varying,YES,,255.0,,
public,instruction_information_aud,status,5,character varying,YES,,255.0,,
public,instruction_information_aud,region,6,character varying,YES,,255.0,,
public,instruction_information_aud,rev,7,bigint,NO,,,64.0,0.0
public,instruction_information_aud,revend,8,bigint,YES,,,64.0,0.0
public,instruction_information_aud,revtype,9,smallint,NO,,,16.0,0.0
public,instruction_information_aud,created_by_user,10,character varying,YES,,50.0,,
public,instruction_information_aud,created_date,11,timestamp without time zone,YES,now(),,,
public,instruction_information_aud,last_modified_by,12,character varying,YES,,50.0,,
public,instruction_information_aud,last_modified_date,13,timestamp without time zone,YES,,,,
public,issue,id,1,bigint,NO,,,64.0,0.0
public,issue,name,2,character varying,NO,,255.0,,
public,issue,created_on,3,timestamp without time zone,YES,,,,
public,issue,issue_type,4,character varying,YES,,255.0,,
public,issue,risk,5,character varying,YES,,255.0,,
public,issue,chance,6,character varying,YES,,255.0,,
public,issue,impact_value,7,character varying,YES,,255.0,,
public,issue,mitigation,8,character varying,YES,,255.0,,
public,issue,ext_system,9,character varying,YES,,255.0,,
public,issue,ext_object,10,character varying,YES,,255.0,,
public,issue,ext_identifier,11,character varying,YES,,255.0,,
public,issue,image_guid,12,character varying,YES,,255.0,,
public,issue,relation_id,13,bigint,YES,,,64.0,0.0
public,issue,relation_name,14,character varying,YES,,255.0,,
public,issue,relation_type,15,character varying,YES,,255.0,,
public,issue,relation_related_id,16,bigint,YES,,,64.0,0.0
public,issue,relation_related_name,17,character varying,YES,,255.0,,
public,issue,relation_related_type,18,character varying,YES,,255.0,,
public,issue,owning_facility_id,19,bigint,NO,,,64.0,0.0
public,issue,created_by_id,20,bigint,YES,,,64.0,0.0
public,issue,owner_id,21,bigint,YES,,,64.0,0.0
public,issue,created_by_user,22,character varying,YES,,50.0,,
public,issue,created_date,23,timestamp without time zone,YES,now(),,,
public,issue,last_modified_by,24,character varying,YES,,50.0,,
public,issue,last_modified_date,25,timestamp without time zone,YES,,,,
public,issue,jhi_version,26,bigint,YES,,,64.0,0.0
public,issue,system_id,27,bigint,YES,,,64.0,0.0
public,issue,is_warranty,28,boolean,NO,false,,,
public,issue,recorded_on,29,timestamp without time zone,YES,,,,
public,issue,closed_on,30,timestamp without time zone,YES,,,,
public,issue,predefined_type,31,character varying,YES,,255.0,,
public,issue,fixed_on,32,timestamp without time zone,YES,,,,
public,issue,times_rejected,33,integer,YES,,,32.0,0.0
public,issue,model_id,34,bigint,YES,,,64.0,0.0
public,issue,description_txt,35,text,YES,,,,
public,issue_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,issue_attributes,issues_id,2,bigint,NO,,,64.0,0.0
public,issue_attributes_aud,issues_id,1,bigint,NO,,,64.0,0.0
public,issue_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,issue_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,issue_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,issue_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,issue_aud,id,1,bigint,NO,,,64.0,0.0
public,issue_aud,name,2,character varying,YES,,255.0,,
public,issue_aud,created_on,3,timestamp without time zone,YES,,,,
public,issue_aud,issue_type,4,character varying,YES,,255.0,,
public,issue_aud,risk,5,character varying,YES,,255.0,,
